Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,(APPLE,AAPL,INC.),(APPLE,AAPL,INC.),(APPLE,AAPL,INC.),(APPLE,AAPL,INC.),(APPLE,AAPL,INC.),(APPLE,AAPL,INC.)
Date,,,,,,,,,,,,,,,,,,
2021-04-23,,132.0177459716797,,,134.32000732421875,,,135.1199951171875,,,132.16000366210938,,,132.16000366210938,,,78657500,
2021-04-26,,132.41087341308594,,,134.72000122070312,,,135.05999755859375,,,133.55999755859375,,,134.8300018310547,,,66905100,
2021-04-27,,132.0865020751953,,,134.38999938964844,,,135.41000366210938,,,134.11000061035156,,,135.00999450683594,,,66015800,
2021-04-28,,131.29039001464844,,,133.5800018310547,,,135.02000427246094,,,133.0800018310547,,,134.30999755859375,,,107760100,
2021-04-29,,131.1920928955078,,,133.47999572753906,,,137.07000732421875,,,132.4499969482422,,,136.47000122070312,,,151101000,
2021-04-30,,129.2067413330078,,,131.4600067138672,,,133.55999755859375,,,131.07000732421875,,,131.77999877929688,,,109839500,
2021-05-03,,130.2682342529297,,,132.5399932861328,,,134.07000732421875,,,131.8300018310547,,,132.0399932861328,,,75135100,
2021-05-04,,125.65861511230469,,,127.8499984741211,,,131.49000549316406,,,126.69999694824219,,,131.19000244140625,,,137564700,
2021-05-05,,125.90433502197266,,,128.10000610351562,,,130.4499969482422,,,127.97000122070312,,,129.1999969482422,,,84000900,
2021-05-06,,127.51622009277344,,,129.74000549316406,,,129.75,,,127.12999725341797,,,127.88999938964844,,,78128300,
2021-05-07,,128.19554138183594,,,130.2100067138672,,,131.25999450683594,,,129.47999572753906,,,130.85000610351562,,,78973300,
2021-05-10,,124.88753509521484,,,126.8499984741211,,,129.5399932861328,,,126.80999755859375,,,129.41000366210938,,,88071200,
2021-05-11,,123.96207427978516,,,125.91000366210938,,,126.2699966430664,,,122.7699966430664,,,123.5,,,126142800,
2021-05-12,,120.87065124511719,,,122.7699966430664,,,124.63999938964844,,,122.25,,,123.4000015258789,,,112172300,
2021-05-13,,123.03662109375,,,124.97000122070312,,,126.1500015258789,,,124.26000213623047,,,124.58000183105469,,,105861300,
2021-05-14,,125.4782485961914,,,127.44999694824219,,,127.88999938964844,,,125.8499984741211,,,126.25,,,81918000,
2021-05-17,,124.3165054321289,,,126.2699966430664,,,126.93000030517578,,,125.16999816894531,,,126.81999969482422,,,74244600,
2021-05-18,,122.91847229003906,,,124.8499984741211,,,126.98999786376953,,,124.77999877929688,,,126.55999755859375,,,63342900,
2021-05-19,,122.76094818115234,,,124.69000244140625,,,124.91999816894531,,,122.86000061035156,,,123.16000366210938,,,92612000,
2021-05-20,,125.34041595458984,,,127.30999755859375,,,127.72000122070312,,,125.0999984741211,,,125.2300033569336,,,76857100,
2021-05-21,,123.48950958251953,,,125.43000030517578,,,128.0,,,125.20999908447266,,,127.81999969482422,,,79295400,
2021-05-24,,125.13365173339844,,,127.0999984741211,,,127.94000244140625,,,125.94000244140625,,,126.01000213623047,,,63092900,
2021-05-25,,124.9367446899414,,,126.9000015258789,,,128.32000732421875,,,126.31999969482422,,,127.81999969482422,,,72009500,
2021-05-26,,124.88753509521484,,,126.8499984741211,,,127.38999938964844,,,126.41999816894531,,,126.95999908447266,,,56575900,
2021-05-27,,123.34182739257812,,,125.27999877929688,,,127.63999938964844,,,125.08000183105469,,,126.44000244140625,,,94625600,
2021-05-28,,122.68218231201172,,,124.61000061035156,,,125.80000305175781,,,124.55000305175781,,,125.56999969482422,,,71311100,
2021-06-01,,122.35729217529297,,,124.27999877929688,,,125.3499984741211,,,123.94000244140625,,,125.08000183105469,,,67637100,
2021-06-02,,123.12521362304688,,,125.05999755859375,,,125.23999786376953,,,124.05000305175781,,,124.27999877929688,,,59278900,
2021-06-03,,121.62874603271484,,,123.54000091552734,,,124.8499984741211,,,123.12999725341797,,,124.68000030517578,,,76229200,
2021-06-04,,123.9423828125,,,125.88999938964844,,,126.16000366210938,,,123.8499984741211,,,124.06999969482422,,,75169300,
2021-06-07,,123.95222473144531,,,125.9000015258789,,,126.31999969482422,,,124.83000183105469,,,126.16999816894531,,,71057600,
2021-06-08,,124.77922058105469,,,126.73999786376953,,,128.4600067138672,,,126.20999908447266,,,126.5999984741211,,,74403800,
2021-06-09,,125.16320037841797,,,127.12999725341797,,,127.75,,,126.5199966430664,,,127.20999908447266,,,56877900,
2021-06-10,,124.15898132324219,,,126.11000061035156,,,128.19000244140625,,,125.94000244140625,,,127.0199966430664,,,71186400,
2021-06-11,,125.37979125976562,,,127.3499984741211,,,127.44000244140625,,,126.0999984741211,,,126.52999877929688,,,53522400,
2021-06-14,,128.46136474609375,,,130.47999572753906,,,130.5399932861328,,,127.06999969482422,,,127.81999969482422,,,96906500,
2021-06-15,,127.6343765258789,,,129.63999938964844,,,130.60000610351562,,,129.38999938964844,,,129.94000244140625,,,62746300,
2021-06-16,,128.13648986816406,,,130.14999389648438,,,130.88999938964844,,,128.4600067138672,,,130.3699951171875,,,91815000,
2021-06-17,,129.7510986328125,,,131.7899932861328,,,132.5500030517578,,,129.64999389648438,,,129.8000030517578,,,96721700,
2021-06-18,,128.4416961669922,,,130.4600067138672,,,131.50999450683594,,,130.24000549316406,,,130.7100067138672,,,108953300,
2021-06-21,,130.25318908691406,,,132.3000030517578,,,132.41000366210938,,,129.2100067138672,,,130.3000030517578,,,79663300,
2021-06-22,,131.90721130371094,,,133.97999572753906,,,134.0800018310547,,,131.6199951171875,,,132.1300048828125,,,74783600,
2021-06-23,,131.63157653808594,,,133.6999969482422,,,134.32000732421875,,,133.22999572753906,,,133.77000427246094,,,60214200,
2021-06-24,,131.3460693359375,,,133.41000366210938,,,134.63999938964844,,,132.92999267578125,,,134.4499969482422,,,68711000,
2021-06-25,,131.05068969726562,,,133.11000061035156,,,133.88999938964844,,,132.80999755859375,,,133.4600067138672,,,70783700,
2021-06-28,,132.6948699951172,,,134.77999877929688,,,135.25,,,133.35000610351562,,,133.41000366210938,,,62111300,
2021-06-29,,134.2208709716797,,,136.3300018310547,,,136.49000549316406,,,134.35000610351562,,,134.8000030517578,,,64556100,
2021-06-30,,134.8411407470703,,,136.9600067138672,,,137.41000366210938,,,135.8699951171875,,,136.1699981689453,,,63261400,
2021-07-01,,135.14633178710938,,,137.27000427246094,,,137.3300018310547,,,135.75999450683594,,,136.60000610351562,,,52485800,
2021-07-02,,137.79473876953125,,,139.9600067138672,,,140.0,,,137.75,,,137.89999389648438,,,78852600,
2021-07-06,,139.82284545898438,,,142.02000427246094,,,143.14999389648438,,,140.07000732421875,,,140.07000732421875,,,108181800,
2021-07-07,,142.3333740234375,,,144.57000732421875,,,144.88999938964844,,,142.66000366210938,,,143.5399932861328,,,104911600,
2021-07-08,,141.0239715576172,,,143.24000549316406,,,144.05999755859375,,,140.6699981689453,,,141.5800018310547,,,105575500,
2021-07-09,,142.86502075195312,,,145.11000061035156,,,145.64999389648438,,,142.64999389648438,,,142.75,,,99890800,
2021-07-12,,142.2644805908203,,,144.5,,,146.32000732421875,,,144.0,,,146.2100067138672,,,76299700,
2021-07-13,,143.38682556152344,,,145.63999938964844,,,147.4600067138672,,,143.6300048828125,,,144.02999877929688,,,100827100,
2021-07-14,,146.84254455566406,,,149.14999389648438,,,149.57000732421875,,,147.67999267578125,,,148.10000610351562,,,127050800,
2021-07-15,,146.18289184570312,,,148.47999572753906,,,150.0,,,147.08999633789062,,,149.24000549316406,,,106820300,
2021-07-16,,144.1251983642578,,,146.38999938964844,,,149.75999450683594,,,145.8800048828125,,,148.4600067138672,,,93251400,
2021-07-19,,140.2461700439453,,,142.4499969482422,,,144.07000732421875,,,141.6699981689453,,,143.75,,,121434600,
2021-07-20,,143.88893127441406,,,146.14999389648438,,,147.10000610351562,,,142.9600067138672,,,143.4600067138672,,,96350000,
2021-07-21,,143.15054321289062,,,145.39999389648438,,,146.1300048828125,,,144.6300048828125,,,145.52999877929688,,,74993500,
2021-07-22,,144.52890014648438,,,146.8000030517578,,,148.1999969482422,,,145.80999755859375,,,145.94000244140625,,,77338200,
2021-07-23,,146.2616424560547,,,148.55999755859375,,,148.72000122070312,,,146.9199981689453,,,147.5500030517578,,,71447400,
2021-07-26,,146.68502807617188,,,148.99000549316406,,,149.8300018310547,,,147.6999969482422,,,148.27000427246094,,,72434100,
2021-07-27,,144.49935913085938,,,146.77000427246094,,,149.2100067138672,,,145.5500030517578,,,149.1199951171875,,,104818600,
2021-07-28,,142.73704528808594,,,144.97999572753906,,,146.97000122070312,,,142.5399932861328,,,144.80999755859375,,,118931200,
2021-07-29,,143.38682556152344,,,145.63999938964844,,,146.5500030517578,,,144.5800018310547,,,144.69000244140625,,,56699500,
2021-07-30,,143.60340881347656,,,145.86000061035156,,,146.3300018310547,,,144.11000061035156,,,144.3800048828125,,,70440600,
2021-08-02,,143.26870727539062,,,145.52000427246094,,,146.9499969482422,,,145.25,,,146.36000061035156,,,62880000,
2021-08-03,,145.08023071289062,,,147.36000061035156,,,148.0399932861328,,,145.17999267578125,,,145.80999755859375,,,64786600,
2021-08-04,,144.67654418945312,,,146.9499969482422,,,147.7899932861328,,,146.27999877929688,,,147.27000427246094,,,56368300,
2021-08-05,,144.7848663330078,,,147.05999755859375,,,147.83999633789062,,,146.1699981689453,,,146.97999572753906,,,46397700,
2021-08-06,,144.09466552734375,,,146.13999938964844,,,147.11000061035156,,,145.6300048828125,,,146.35000610351562,,,54126800,
2021-08-09,,144.0453643798828,,,146.08999633789062,,,146.6999969482422,,,145.52000427246094,,,146.1999969482422,,,48908700,
2021-08-10,,143.56222534179688,,,145.60000610351562,,,147.7100067138672,,,145.3000030517578,,,146.44000244140625,,,69023100,
2021-08-11,,143.81857299804688,,,145.86000061035156,,,146.72000122070312,,,145.52999877929688,,,146.0500030517578,,,48493500,
2021-08-12,,146.80616760253906,,,148.88999938964844,,,149.0500030517578,,,145.83999633789062,,,146.19000244140625,,,72282600,
2021-08-13,,147.0132293701172,,,149.10000610351562,,,149.44000244140625,,,148.27000427246094,,,148.97000122070312,,,59375000,
2021-08-16,,149.0049591064453,,,151.1199951171875,,,151.19000244140625,,,146.47000122070312,,,148.5399932861328,,,103296000,
2021-08-17,,148.08798217773438,,,150.19000244140625,,,151.67999267578125,,,149.08999633789062,,,150.22999572753906,,,92229700,
2021-08-18,,144.31158447265625,,,146.36000061035156,,,150.72000122070312,,,146.14999389648438,,,149.8000030517578,,,86326000,
2021-08-19,,144.64683532714844,,,146.6999969482422,,,148.0,,,144.5,,,145.02999877929688,,,86960300,
2021-08-20,,146.11598205566406,,,148.19000244140625,,,148.5,,,146.77999877929688,,,147.44000244140625,,,60549600,
2021-08-23,,147.61473083496094,,,149.7100067138672,,,150.19000244140625,,,147.88999938964844,,,148.30999755859375,,,60131800,
2021-08-24,,147.52597045898438,,,149.6199951171875,,,150.86000061035156,,,149.14999389648438,,,149.4499969482422,,,48606400,
2021-08-25,,146.28359985351562,,,148.36000061035156,,,150.32000732421875,,,147.8000030517578,,,149.80999755859375,,,58991300,
2021-08-26,,145.47508239746094,,,147.5399932861328,,,149.1199951171875,,,147.50999450683594,,,148.35000610351562,,,48597200,
2021-08-27,,146.520263671875,,,148.60000610351562,,,148.75,,,146.8300018310547,,,147.47999572753906,,,55802400,
2021-08-30,,150.97695922851562,,,153.1199951171875,,,153.49000549316406,,,148.61000061035156,,,149.0,,,90956700,
2021-08-31,,149.7050323486328,,,151.8300018310547,,,152.8000030517578,,,151.2899932861328,,,152.66000366210938,,,86453100,
2021-09-01,,150.3755340576172,,,152.50999450683594,,,154.97999572753906,,,152.33999633789062,,,152.8300018310547,,,80313700,
2021-09-02,,151.4995574951172,,,153.64999389648438,,,154.72000122070312,,,152.39999389648438,,,153.8699951171875,,,71115500,
2021-09-03,,152.1404571533203,,,154.3000030517578,,,154.6300048828125,,,153.08999633789062,,,153.75999450683594,,,57808700,
2021-09-07,,154.4970245361328,,,156.69000244140625,,,157.25999450683594,,,154.38999938964844,,,154.97000122070312,,,82278300,
2021-09-08,,152.93910217285156,,,155.11000061035156,,,157.0399932861328,,,153.97999572753906,,,156.97999572753906,,,74420200,
2021-09-09,,151.9136962890625,,,154.07000732421875,,,156.11000061035156,,,153.9499969482422,,,155.49000549316406,,,57305700,
2021-09-10,,146.8850555419922,,,148.97000122070312,,,155.47999572753906,,,148.6999969482422,,,155.0,,,140893200,
2021-09-13,,147.45693969726562,,,149.5500030517578,,,151.4199981689453,,,148.75,,,150.6300048828125,,,102404300,
2021-09-14,,146.04693603515625,,,148.1199951171875,,,151.07000732421875,,,146.91000366210938,,,150.35000610351562,,,109296300,
2021-09-15,,146.94419860839844,,,149.02999877929688,,,149.44000244140625,,,146.3699951171875,,,148.55999755859375,,,83281300,
2021-09-16,,146.70758056640625,,,148.7899932861328,,,148.97000122070312,,,147.22000122070312,,,148.44000244140625,,,68034100,
2021-09-17,,144.01577758789062,,,146.05999755859375,,,148.82000732421875,,,145.75999450683594,,,148.82000732421875,,,129868800,
2021-09-20,,140.939453125,,,142.94000244140625,,,144.83999633789062,,,141.27000427246094,,,143.8000030517578,,,123478900,
2021-09-21,,141.422607421875,,,143.42999267578125,,,144.60000610351562,,,142.77999877929688,,,143.92999267578125,,,75834000,
2021-09-22,,143.8087158203125,,,145.85000610351562,,,146.42999267578125,,,143.6999969482422,,,144.4499969482422,,,76404300,
2021-09-23,,144.7750244140625,,,146.8300018310547,,,147.0800018310547,,,145.63999938964844,,,146.64999389648438,,,64838200,
2021-09-24,,144.86373901367188,,,146.9199981689453,,,147.47000122070312,,,145.55999755859375,,,145.66000366210938,,,53477900,
2021-09-27,,143.33544921875,,,145.3699951171875,,,145.9600067138672,,,143.82000732421875,,,145.47000122070312,,,74150700,
2021-09-28,,139.9238739013672,,,141.91000366210938,,,144.75,,,141.69000244140625,,,143.25,,,108972300,
2021-09-29,,140.83099365234375,,,142.8300018310547,,,144.4499969482422,,,142.02999877929688,,,142.47000122070312,,,74602000,
2021-09-30,,139.5196075439453,,,141.5,,,144.3800048828125,,,141.27999877929688,,,143.66000366210938,,,89056700,
2021-10-01,,140.65350341796875,,,142.64999389648438,,,142.9199981689453,,,139.11000061035156,,,141.89999389648438,,,94639600,
2021-10-04,,137.192626953125,,,139.13999938964844,,,142.2100067138672,,,138.27000427246094,,,141.75999450683594,,,98322000,
2021-10-05,,139.13507080078125,,,141.11000061035156,,,142.24000549316406,,,139.36000061035156,,,139.49000549316406,,,80861100,
2021-10-06,,140.0126190185547,,,142.0,,,142.14999389648438,,,138.3699951171875,,,139.47000122070312,,,83221100,
2021-10-07,,141.2845458984375,,,143.2899932861328,,,144.22000122070312,,,142.72000122070312,,,143.05999755859375,,,61732700,
2021-10-08,,140.9000244140625,,,142.89999389648438,,,144.17999267578125,,,142.55999755859375,,,144.02999877929688,,,58773200,
2021-10-11,,140.81129455566406,,,142.80999755859375,,,144.80999755859375,,,141.80999755859375,,,142.27000427246094,,,64452200,
2021-10-12,,139.52944946289062,,,141.50999450683594,,,143.25,,,141.0399932861328,,,143.22999572753906,,,73035900,
2021-10-13,,138.93785095214844,,,140.91000366210938,,,141.39999389648438,,,139.1999969482422,,,141.24000549316406,,,78762700,
2021-10-14,,141.74798583984375,,,143.75999450683594,,,143.8800048828125,,,141.50999450683594,,,142.11000061035156,,,69907100,
2021-10-15,,142.81285095214844,,,144.83999633789062,,,144.89999389648438,,,143.50999450683594,,,143.77000427246094,,,67940300,
2021-10-18,,144.49893188476562,,,146.5500030517578,,,146.83999633789062,,,143.16000366210938,,,143.4499969482422,,,85589200,
2021-10-19,,146.67800903320312,,,148.75999450683594,,,149.1699981689453,,,146.5500030517578,,,147.00999450683594,,,76378900,
2021-10-20,,147.17098999023438,,,149.25999450683594,,,149.75,,,148.1199951171875,,,148.6999969482422,,,58418800,
2021-10-21,,147.387939453125,,,149.47999572753906,,,149.63999938964844,,,147.8699951171875,,,148.80999755859375,,,61421000,
2021-10-22,,146.6089630126953,,,148.69000244140625,,,150.17999267578125,,,148.63999938964844,,,149.69000244140625,,,58883400,
2021-10-25,,146.55966186523438,,,148.63999938964844,,,149.3699951171875,,,147.6199951171875,,,148.67999267578125,,,50720600,
2021-10-26,,147.23016357421875,,,149.32000732421875,,,150.83999633789062,,,149.00999450683594,,,149.3300018310547,,,60893400,
2021-10-27,,146.7667236328125,,,148.85000610351562,,,149.72999572753906,,,148.49000549316406,,,149.36000061035156,,,56094900,
2021-10-28,,150.43467712402344,,,152.57000732421875,,,153.1699981689453,,,149.72000122070312,,,149.82000732421875,,,100077900,
2021-10-29,,147.7034454345703,,,149.8000030517578,,,149.94000244140625,,,146.41000366210938,,,147.22000122070312,,,124953200,
2021-11-01,,146.87518310546875,,,148.9600067138672,,,149.6999969482422,,,147.8000030517578,,,148.99000549316406,,,74588300,
2021-11-02,,147.9203643798828,,,150.02000427246094,,,151.57000732421875,,,148.64999389648438,,,148.66000366210938,,,69122000,
2021-11-03,,149.3697967529297,,,151.49000549316406,,,151.97000122070312,,,149.82000732421875,,,150.38999938964844,,,54511500,
2021-11-04,,148.8472137451172,,,150.9600067138672,,,152.42999267578125,,,150.63999938964844,,,151.5800018310547,,,60394600,
2021-11-05,,149.38043212890625,,,151.27999877929688,,,152.1999969482422,,,150.05999755859375,,,151.88999938964844,,,65463900,
2021-11-08,,148.55096435546875,,,150.44000244140625,,,151.57000732421875,,,150.16000366210938,,,151.41000366210938,,,55020900,
2021-11-09,,148.9163360595703,,,150.80999755859375,,,151.42999267578125,,,150.05999755859375,,,150.1999969482422,,,56787900,
2021-11-10,,146.0626220703125,,,147.9199981689453,,,150.1300048828125,,,147.85000610351562,,,150.02000427246094,,,65187100,
2021-11-11,,146.01324462890625,,,147.8699951171875,,,149.42999267578125,,,147.67999267578125,,,148.9600067138672,,,41000000,
2021-11-12,,148.10662841796875,,,149.99000549316406,,,150.39999389648438,,,147.47999572753906,,,148.42999267578125,,,63804000,
2021-11-15,,148.11648559570312,,,150.0,,,151.8800048828125,,,149.42999267578125,,,150.3699951171875,,,59222800,
2021-11-16,,149.1039581298828,,,151.0,,,151.49000549316406,,,149.33999633789062,,,149.94000244140625,,,59256200,
2021-11-17,,151.5626678466797,,,153.49000549316406,,,155.0,,,150.99000549316406,,,151.0,,,88807000,
2021-11-18,,155.88768005371094,,,157.8699951171875,,,158.6699981689453,,,153.0500030517578,,,153.7100067138672,,,137827700,
2021-11-19,,158.53404235839844,,,160.5500030517578,,,161.02000427246094,,,156.52999877929688,,,157.64999389648438,,,117305600,
2021-11-22,,158.99813842773438,,,161.02000427246094,,,165.6999969482422,,,161.0,,,161.67999267578125,,,117467900,
2021-11-23,,159.38320922851562,,,161.41000366210938,,,161.8000030517578,,,159.05999755859375,,,161.1199951171875,,,96041900,
2021-11-24,,159.90658569335938,,,161.94000244140625,,,162.13999938964844,,,159.63999938964844,,,160.75,,,69463600,
2021-11-26,,154.8409881591797,,,156.80999755859375,,,160.4499969482422,,,156.36000061035156,,,159.57000732421875,,,76959800,
2021-11-29,,158.2279052734375,,,160.24000549316406,,,161.19000244140625,,,158.7899932861328,,,159.3699951171875,,,88748200,
2021-11-30,,163.22439575195312,,,165.3000030517578,,,165.52000427246094,,,159.9199981689453,,,159.99000549316406,,,174048100,
2021-12-01,,162.70103454589844,,,164.77000427246094,,,170.3000030517578,,,164.52999877929688,,,167.47999572753906,,,152052500,
2021-12-02,,161.7036895751953,,,163.75999450683594,,,164.1999969482422,,,157.8000030517578,,,158.74000549316406,,,136739200,
2021-12-03,,159.80783081054688,,,161.83999633789062,,,164.9600067138672,,,159.72000122070312,,,164.02000427246094,,,118023100,
2021-12-06,,163.244140625,,,165.32000732421875,,,167.8800048828125,,,164.27999877929688,,,164.2899932861328,,,107497000,
2021-12-07,,169.030517578125,,,171.17999267578125,,,171.5800018310547,,,168.33999633789062,,,169.0800018310547,,,120405400,
2021-12-08,,172.88157653808594,,,175.0800018310547,,,175.9600067138672,,,170.6999969482422,,,172.1300048828125,,,116998900,
2021-12-09,,172.36810302734375,,,174.55999755859375,,,176.75,,,173.9199981689453,,,174.91000366210938,,,108923700,
2021-12-10,,177.19671630859375,,,179.4499969482422,,,179.6300048828125,,,174.69000244140625,,,175.2100067138672,,,115402700,
2021-12-13,,173.5332794189453,,,175.74000549316406,,,182.1300048828125,,,175.52999877929688,,,181.1199951171875,,,153237000,
2021-12-14,,172.14100646972656,,,174.3300018310547,,,177.74000549316406,,,172.2100067138672,,,175.25,,,139380400,
2021-12-15,,177.048583984375,,,179.3000030517578,,,179.5,,,172.30999755859375,,,175.11000061035156,,,131063300,
2021-12-16,,170.09698486328125,,,172.25999450683594,,,181.13999938964844,,,170.75,,,179.27999877929688,,,150185800,
2021-12-17,,168.9910430908203,,,171.13999938964844,,,173.47000122070312,,,169.69000244140625,,,169.92999267578125,,,195432700,
2021-12-20,,167.6184539794922,,,169.75,,,170.5800018310547,,,167.4600067138672,,,168.27999877929688,,,107499100,
2021-12-21,,170.8178253173828,,,172.99000549316406,,,173.1999969482422,,,169.1199951171875,,,171.55999755859375,,,91185900,
2021-12-22,,173.43455505371094,,,175.63999938964844,,,175.86000061035156,,,172.14999389648438,,,173.0399932861328,,,92135300,
2021-12-23,,174.06649780273438,,,176.27999877929688,,,176.85000610351562,,,175.27000427246094,,,175.85000610351562,,,68356600,
2021-12-27,,178.06565856933594,,,180.3300018310547,,,180.4199981689453,,,177.07000732421875,,,177.08999633789062,,,74919600,
2021-12-28,,177.03868103027344,,,179.2899932861328,,,181.3300018310547,,,178.52999877929688,,,180.16000366210938,,,79144300,
2021-12-29,,177.1276092529297,,,179.3800048828125,,,180.6300048828125,,,178.13999938964844,,,179.3300018310547,,,62348900,
2021-12-30,,175.96240234375,,,178.1999969482422,,,180.57000732421875,,,178.08999633789062,,,179.47000122070312,,,59773000,
2021-12-31,,175.34031677246094,,,177.57000732421875,,,179.22999572753906,,,177.25999450683594,,,178.08999633789062,,,64062300,
2022-01-03,,179.72454833984375,,,182.00999450683594,,,182.8800048828125,,,177.7100067138672,,,177.8300018310547,,,104487900,
2022-01-04,,177.44354248046875,,,179.6999969482422,,,182.94000244140625,,,179.1199951171875,,,182.6300048828125,,,99310400,
2022-01-05,,172.7235870361328,,,174.9199981689453,,,180.1699981689453,,,174.63999938964844,,,179.61000061035156,,,94537600,
2022-01-06,,169.84024047851562,,,172.0,,,175.3000030517578,,,171.63999938964844,,,172.6999969482422,,,96904000,
2022-01-07,,170.00811767578125,,,172.1699981689453,,,174.13999938964844,,,171.02999877929688,,,172.88999938964844,,,86709100,
2022-01-10,,170.02786254882812,,,172.19000244140625,,,172.5,,,168.1699981689453,,,169.0800018310547,,,106765600,
